category,subcategory,item_category,name,price,market,image_url,calories,protein,carbs,fat
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Gurmepark 1 kg Gemlik Katırlı Zeytin,"691,66 TL",Pazarama,https://cdn.cimri.io/market/88x88/gurmepark-1-kg-gemlik-katirli-zeytin-_278679.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Teksen 400 gr Yakan Biberli Yeşil Zeytin,"242,00 TL",Amazon,https://cdn.cimri.io/market/88x88/teksen-400-gr-yakan-biberli-yesil-zeytin-_2032323.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Egeye Dönüş Çok Az Tuzlu Kuru Sele 1 lt Siyah Zeytin,"488,31 TL",idefix,https://cdn.cimri.io/market/88x88/egeye-donus-cok-az-tuzlu-kuru-sele-1-lt-siyah-zeytin-_698534.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,MarmaraBirlik (XS) 321-350 Doğal Salamura Vakumlu 800 gr 0031237,"266,90 TL",Amazon,https://cdn.cimri.io/market/88x88/marmarabirlik-xs-321-350-dogal-salamura-vakumlu-800-gr-0031237-_342344.jpg,,,,
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Kavlak 2 kg Teneke Gold Gemlik Siyah Zeytin,"1.998,00 TL",Amazon,https://cdn.cimri.io/market/88x88/kavlak-2-kg-teneke-gold-gemlik-siyah-zeytin-_1835617.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Teksen 400 gr Yeşil Izgara Zeytin,"292,00 TL",Amazon,https://cdn.cimri.io/market/88x88/teksen-400-gr-yesil-izgara-zeytin-_1953106.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Teksen 10 kg Teneke Taş Kırma Yeşil Zeytin,"1.769,00 TL",Amazon,https://cdn.cimri.io/market/88x88/teksen-10-kg-teneke-tas-kirma-yesil-zeytin-_2032332.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Foze 3x290 gr Badem Dolgulu Yeşil Zeytin,"378,00 TL",Amazon,https://cdn.cimri.io/market/88x88/foze-3x290-gr-badem-dolgulu-yesil-zeytin-_902465.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Teksen 10 kg Teneke Edremit Çizik Zeytin,"1.948,00 TL",Amazon,https://cdn.cimri.io/market/88x88/teksen-10-kg-teneke-edremit-cizik-zeytin-_2032331.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,The Mill 12x300 gr Biber Dolgulu Yeşil Zeytin,"609,67 TL",Amazon,https://cdn.cimri.io/market/88x88/the-mill-12x300-gr-biber-dolgulu-yesil-zeytin-_1750755.jpg,31,1.0,6.0,0.3
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Marmarabirlik 3XL Kokteyl Yeşil Zeytin 161-180 400 gr Zeytin,"131,00 TL",Amazon,https://cdn.cimri.io/market/88x88/marmarabirlik-3xl-kokteyl-yesil-zeytin-161-180-400-gr-zeytin-_1889329.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Öncü 1 kg Xl-L Salamura Siyah Zeytin,"320,00 TL",Amazon-prime,https://cdn.cimri.io/market/88x88/oncu-1-kg-xl-l-salamura-siyah-zeytin-_1442725.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Kavlak 500 gr Kuru Sele Gemlik Siyah Zeytin,"499,00 TL",Amazon,https://cdn.cimri.io/market/88x88/kavlak-500-gr-kuru-sele-gemlik-siyah-zeytin-_1394851.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Havaza Siyah Sele Zeytin - 3400 gr,"899,90 TL",Amazon,https://cdn.cimri.io/market/88x88/havaza-siyah-sele-zeytin-3400-gr-_614251.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Öncü XS 1 kg Siyah Yağlı Zeytin,"149,00 TL",a101,https://cdn.cimri.io/market/88x88/oncu-xs-1-kg-siyah-yagli-zeytin-_279689.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Marmarabirlik Xl Gold Salamura Siyah Zeytin 201-230 800 Gr Teneke,"345,60 TL",PttAVM,https://cdn.cimri.io/market/88x88/marmarabirlik-xl-gold-salamura-siyah-zeytin-201-230-800-gr-teneke-_1070664.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,MarmaraBirlik Süper Doğal Yağlı Salamura  Zeytin 950 gr,"329,90 TL",Amazon,https://cdn.cimri.io/market/88x88/marmarabirlik-super-dogal-yagli-salamura-zeytin-950-gr-_606390.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Marmarabirlik 400 Gr Hususi Az Tuzlu- S,"205,00 TL",Amazon,https://cdn.cimri.io/market/88x88/marmarabirlik-400-gr-hususi-az-tuzlu-s-_1068772.jpg,,,,
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Marmarabirlik Ekstra Siyah Zeytin Teneke (XS) 800 Gr,"300,00 TL",Amazon,https://cdn.cimri.io/market/88x88/marmarabirlik-ekstra-siyah-zeytin-teneke-xs-800-gr-_1069922.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Marmarabirlik Gold Az Tuzlu Salamura Mega 201-230 Xl Teneke 800 gr Siyah Zeytin,"219,00 TL",a101,https://cdn.cimri.io/market/88x88/marmarabirlik-gold-az-tuzlu-salamura-mega-201-230-xl-teneke-800-gr-siyah-zeytin-_1405722.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Marmarabirlik 261-290 Vakumlu 5x500 gr Süper M Siyah Zeytin,"775,00 TL",idefix,https://cdn.cimri.io/market/88x88/marmarabirlik-261-290-vakumlu-5x500-gr-super-m-siyah-zeytin-_1830859.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Zeytin,Marmarabirlik Ekstra Siyah Zeytin Teneke (XS) 800 Gr,"300,00 TL",Amazon,https://cdn.cimri.io/market/88x88/marmarabirlik-ekstra-siyah-zeytin-teneke-xs-800-gr-_1069922.jpg,115,0.8,6.3,11
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Carrefour 30'lu Medium Yumurta,"149,00 TL",Carrefour,https://cdn.cimri.io/market/88x88/carrefour-30lu-medium-yumurta-_282453.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,30'lu L Boy Beyaz Yumurta,"250,61 TL",PttAVM,https://cdn.cimri.io/market/88x88/30lu-l-boy-beyaz-yumurta-_1228342.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Sade Organik 30'lu Yumurta,"393,49 TL",PttAVM,https://cdn.cimri.io/market/88x88/sade-organik-30lu-yumurta-_1658568.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Türem M Boy 30'lu Yumurta,"159,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/turem-m-boy-30lu-yumurta-_1130363.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,CP 15'li Büyük Boy Yumurta,"92,50 TL",Getir Büyük,https://cdn.cimri.io/market/88x88/cp-15li-buyuk-boy-yumurta-_319440.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Sade Organik Yumurta 10'lu,"134,50 TL",Carrefour,https://cdn.cimri.io/market/88x88/sade-organik-yumurta-10lu-_562870.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Bili Bili 15'li 63-72 gr Yumurta,"92,50 TL",Bim,https://cdn.cimri.io/market/88x88/bili-bili-15li-63-72-gr-yumurta-_1430680.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,CP 30'lu M Boy Yumurta,"148,99 TL",Getir Büyük,https://cdn.cimri.io/market/88x88/cp-30lu-m-boy-yumurta-_972218.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Pure 10'lu Orta Boy Gezen Tavuk Yumurtası,"113,99 TL",Getir Büyük,https://cdn.cimri.io/market/88x88/pure-10lu-orta-boy-gezen-tavuk-yumurtasi-_1956333.jpg,165,31,0,3.6
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Carrefour 15'li L Yumurta,"92,50 TL",Carrefour,https://cdn.cimri.io/market/88x88/carrefour-15li-l-yumurta-_1432615.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Türem 15'li L Boy Yumurta,"82,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/turem-15li-l-boy-yumurta-_1001595.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Keskinoğlu 30 'lu M Yumurta,"159,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/keskinoglu-30-lu-m-yumurta-_282447.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,CP 10'lu Orta Boy Gezen Tavuk Yumurtası,"123,50 TL",Getir Büyük,https://cdn.cimri.io/market/88x88/cp-10lu-orta-boy-gezen-tavuk-yumurtasi-_1896650.jpg,165,31,0,3.6
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Kılıçlar 15'li Yumurta,"124,50 TL",Carrefour,https://cdn.cimri.io/market/88x88/kiliclar-15li-yumurta-_1441522.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Natural Gurme 6'li 53-62 gr Organik Yumurta,"42,50 TL",Şok,https://cdn.cimri.io/market/88x88/natural-gurme-6li-53-62-gr-organik-yumurta-_1980123.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Kumbasar 30'lu 63-72 gr Yumurta,"195,30 TL",Carrefour,https://cdn.cimri.io/market/88x88/kumbasar-30lu-63-72-gr-yumurta-_282443.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Bodrum Akça 6'lı M Gezen Tavuk Yumurtası,"73,85 TL",Carrefour,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,165,31,0,3.6
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Bodrum Akça 10'lu Gezen Tavuk Yumurtası,"120,00 TL",Carrefour,https://cdn.cimri.io/market/88x88/bodrum-akca-10lu-gezen-tavuk-yumurtasi-_1480700.jpg,165,31,0,3.6
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,CP 10'lu Orta Boy Omega 3 Yumurta,"107,50 TL",Getir Büyük,https://cdn.cimri.io/market/88x88/cp-10lu-orta-boy-omega-3-yumurta-_1956240.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Kumbasar 15'li 53-62 gr  Yumurta,"80,90 TL",Carrefour,https://cdn.cimri.io/market/88x88/kumbasar-15li-53-62-gr-yumurta-_282455.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Keskinoğlu 30'lu S Boy Yumurta,"105,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/keskinoglu-30lu-s-boy-yumurta-_1479992.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Anadolu 15'li Gezen Tavuk Yumurtası,"112,50 TL",Şok,https://cdn.cimri.io/market/88x88/anadolu-15li-gezen-tavuk-yumurtasi-_1124281.jpg,165,31,0,3.6
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Tk 10'lu Gezen Tavuk Yumurta,"95,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,165,31,0,3.6
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Kozlu 30'lu S Beyaz Piliç Yumurta,"109,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/kozlu-30lu-s-beyaz-pilic-yumurta-_1979129.jpg,165,31,0,3.6
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Akyaka Çiftliği 10'lu M Gezen Yumurta,"89,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/akyaka-ciftligi-10lu-m-gezen-yumurta-_1979133.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Kumartaşlı 15' li L 63-72 gr Yumurta,"82,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/kumartasli-15-li-l-63-72-gr-yumurta-_1509712.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Pure 10'lu Orta Boy Organik Yumurta,"136,99 TL",Getir Büyük,https://cdn.cimri.io/market/88x88/pure-10lu-orta-boy-organik-yumurta-_1956339.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Doğalım 6'lı Orta Boy Yumurta,"59,95 TL",Carrefour,https://cdn.cimri.io/market/88x88/dogalim-6li-orta-boy-yumurta-_1001172.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Keskinoğlu 15'li Large Yumurta,"82,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/keskinoglu-15li-large-yumurta-_1001278.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Seltav L Boy 15'li Yumurta,"82,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/seltav-l-boy-15li-yumurta-_1129647.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Tk 10'lu Organik Yumurta,"108,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Kozlu Yeniana 30'lu M Beyaz Yumurta,"159,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/kozlu-yeniana-30lu-m-beyaz-yumurta-_1443294.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Bornova Çicekliköy L Boy 15'li Yumurta,"126,35 TL",Carrefour,https://cdn.cimri.io/market/88x88/bornova-ciceklikoy-l-boy-15li-yumurta-_1443232.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Ali Babanın Bahçesinden M Boy 15'li Yumurta,"212,50 TL",Carrefour,https://cdn.cimri.io/market/88x88/ali-babanin-bahcesinden-m-boy-15li-yumurta-_863898.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Kumbasar Kahverengi 10 Adet 53-62 gr Yumurta,"79,50 TL",Carrefour,https://cdn.cimri.io/market/88x88/kumbasar-kahverengi-10-adet-53-62-gr-yumurta-_1450133.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Little Sister's Farm 30'lu Organik Gezen Tavuk Köy Yumurtası,"250,00 TL",Amazon,https://cdn.cimri.io/market/88x88/little-sisters-farm-30lu-organik-gezen-tavuk-koy-yumurtasi-_967759.jpg,165,31,0,3.6
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Ercanlar 20'li Xl 73 gr Yumurta,"159,50 TL",a101,https://cdn.cimri.io/market/88x88/ercanlar-20li-xl-73-gr-yumurta-_1433058.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,İzmir Ege Kooperatifi 10'lu Organik Yumurta,"129,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/izmir-ege-kooperatifi-10lu-organik-yumurta-_1881059.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Yiltav 30'lu M Boy Yumurta,"159,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/yiltav-30lu-m-boy-yumurta-_1441776.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Seltav M Boy 30'lu Yumurta,"159,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/seltav-m-boy-30lu-yumurta-_1130336.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Carrefour 15'li M Gezen Tavuk Yumurtası,"152,90 TL",Carrefour,https://cdn.cimri.io/market/88x88/carrefour-15li-m-gezen-tavuk-yumurtasi-_282507.jpg,165,31,0,3.6
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Aybar 10'lu Gezen Yumurta,"85,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/aybar-10lu-gezen-yumurta-_1980352.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Anadolu Çiftligi Omega 3 M 53-62 gr 10'lu Yumurta,"71,50 TL",Şok,https://cdn.cimri.io/market/88x88/anadolu-ciftligi-omega-3-m-53-62-gr-10lu-yumurta-_1438754.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Güzide Hanım M 53-62 gr 6'lı Organik Yumurta,"65,00 TL",Şok,https://cdn.cimri.io/market/88x88/guzide-hanim-m-53-62-gr-6li-organik-yumurta-_1438804.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Anadolu Çiftliği 53-62 gr M Boy 10'lu Gezen Tavuk Yumurta,"95,00 TL",Şok,https://cdn.cimri.io/market/88x88/anadolu-ciftligi-53-62-gr-m-boy-10lu-gezen-tavuk-yumurta-_1434695.jpg,165,31,0,3.6
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Tombul Piliç 6'lı 53-62 gr M Organik Yumurta,"65,00 TL",Şok,https://cdn.cimri.io/market/88x88/tombul-pilic-6li-53-62-gr-m-organik-yumurta-_1434444.jpg,165,31,0,3.6
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Agsu 12 Adet Doğal Bıldırcın Yumurtası 12 Adet,"44,50 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/agsu-12-adet-dogal-bildircin-yumurtasi-12-adet-_323034.jpg,,,,
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Yummy M 6'lı 53-62 gr Organik Yumurta,"65,00 TL",Şok,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Güres 12'li Bıldırcın Yumurta,"49,50 TL",Şok,https://cdn.cimri.io/market/88x88/gures-12li-bildircin-yumurta-_282468.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Abalı Çiftliği 30'lu M Boy Yumurta,"125,00 TL",Şok,https://cdn.cimri.io/market/88x88/abali-ciftligi-30lu-m-boy-yumurta-_863963.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Bodrum Akça 30'lu M Boy Gezen Tavuk Yumurtası,"323,50 TL",Carrefour,https://cdn.cimri.io/market/88x88/bodrum-akca-30lu-m-boy-gezen-tavuk-yumurtasi-_1480717.jpg,165,31,0,3.6
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Carrefour 10'lu M Boy Gezen Tavuk Yumurtası,"103,90 TL",Carrefour,https://cdn.cimri.io/market/88x88/carrefour-10lu-m-boy-gezen-tavuk-yumurtasi-_282481.jpg,165,31,0,3.6
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Freelife 15'li M 53-62 gr Organik Yumurta,"182,65 TL",Carrefour,https://cdn.cimri.io/market/88x88/freelife-15li-m-53-62-gr-organik-yumurta-_1931200.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Yumtat 15'li 53-62 gr Beyaz Yumurta,"79,50 TL",Hakmarekspress,https://cdn.cimri.io/market/88x88/yumtat-15li-53-62-gr-beyaz-yumurta-_1981061.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Kumbasar 63-72 gr 10'lu Jumbo Yumurta,"78,10 TL",Carrefour,https://cdn.cimri.io/market/88x88/kumbasar-63-72-gr-10lu-jumbo-yumurta-_282442.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Sade Gurme 15'li Gezen Yumurta,"188,45 TL",Carrefour,https://cdn.cimri.io/market/88x88/sade-gurme-15li-gezen-yumurta-_1954593.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,City Farm 10'lu Organik Yumurta,"135,25 TL",Carrefour,https://cdn.cimri.io/market/88x88/city-farm-10lu-organik-yumurta-_282436.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Bornova Çiçekliköy 10'lu L Yumurta,"86,00 TL",Carrefour,https://cdn.cimri.io/market/88x88/bornova-ciceklikoy-10lu-l-yumurta-_1443529.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Türem 15'li Large Beyaz Yumurta,"109,60 TL",Carrefour,https://cdn.cimri.io/market/88x88/turem-15li-large-beyaz-yumurta-_941967.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Doğalım 15'li Orta Boy Yumurta 53-62 gr,"124,95 TL",Carrefour,https://cdn.cimri.io/market/88x88/dogalim-15li-orta-boy-yumurta-53-62-gr-_1001167.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Yeşil Foça 12'li Bıldırcın Yumurtası,"57,95 TL",Carrefour,https://cdn.cimri.io/market/88x88/yesil-foca-12li-bildircin-yumurtasi-_1443254.jpg,,,,
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Bornova Çiçekliköy L 6'lı Yumurta,"53,30 TL",Carrefour,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Kumbasar 15'li 63-72 gr Yumurta,"97,65 TL",Carrefour,https://cdn.cimri.io/market/88x88/kumbasar-15li-63-72-gr-yumurta-_282445.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Heröğün 15'li L Boy Yumurta,"82,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/herogun-15li-l-boy-yumurta-_1980741.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Yiltav 15'li L Boy Yumurta,"82,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/yiltav-15li-l-boy-yumurta-_1980302.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Heröğün 15'li L Boy Yumurta,"82,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/herogun-15li-l-boy-yumurta-_1980741.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Carrefour 10'lu Organik Yumurta,"89,90 TL",Carrefoursa,https://cdn.cimri.io/market/88x88/carrefour-10lu-organik-yumurta-_282433.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Bıldıryum 12'li Bıldırcın Yumurtası,"49,50 TL",Şok,https://cdn.cimri.io/market/88x88/bildiryum-12li-bildircin-yumurtasi-_324552.jpg,,,,
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Anadolu Çiftliği L 15'li 63-72 gr Yumurta,"92,50 TL",Şok,https://cdn.cimri.io/market/88x88/anadolu-ciftligi-l-15li-63-72-gr-yumurta-_1434474.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Nurtav 15'li L Yumurta,"82,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Heröğün M Boy 30'lu Yumurta,"159,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/herogun-m-boy-30lu-yumurta-_1443229.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Özlü 30'lu M Boy Yumurta,"159,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/ozlu-30lu-m-boy-yumurta-_1001449.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Rana 15'li L Boy Yumurta,"82,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Kozlu 15'li l Duble Beyaz Yumurta,"82,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/kozlu-15li-l-duble-beyaz-yumurta-_1980399.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,İzmir Ege Kooperatifi 15'li Gezen Tavuk Yumurtası,"159,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/izmir-ege-kooperatifi-15li-gezen-tavuk-yumurtasi-_1899333.jpg,165,31,0,3.6
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Rana 30'lu M Boy Yumurta,"159,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Varda 10'lu Gezen Yumurta,"82,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Coşkun 6'lı M Boy 53-62 gr Organik Yumurta,"65,00 TL",Şok,https://cdn.cimri.io/market/88x88/coskun-6li-m-boy-53-62-gr-organik-yumurta-_1435150.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Flotty 10'lu Herbs Organik Yumurta,"134,95 TL",Carrefour,https://cdn.cimri.io/market/88x88/flotty-10lu-herbs-organik-yumurta-_1441843.jpg,143,13,1,10
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Yeşil Foça 10'lu Gezen Tavuk Yumurtası,"113,85 TL",Carrefour,https://cdn.cimri.io/market/88x88/yesil-foca-10lu-gezen-tavuk-yumurtasi-_1129584.jpg,165,31,0,3.6
Süt ve Kahvaltılık,Süt ve Kahvaltılık,Yumurta,Carrefour 6'lı Organik Yumurta,"74,50 TL",Carrefour,https://cdn.cimri.io/market/88x88/carrefour-6li-organik-yumurta-_282431.jpg,143,13,1,10
